"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"Final Fantasy XIII","PS3",2009,"Role-Playing","Square Enix",1.74,1.21,1.87,0.51,5.33,83,83,71,2483,"Square Enix","T",7,"00s","SONY","7th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Final Fantasy IX","PS",2000,"Role-Playing","SquareSoft",1.62,0.77,2.78,0.14,5.3,94,22,87,779,"SquareSoft","T",16,"90s","SONY","5th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Assassin's Creed III","X360",2012,"Action","Ubisoft",3.13,1.69,0.03,0.44,5.29,84,61,65,1196,"Ubisoft","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Final Fantasy X-2","PS2",2003,"Role-Playing","Electronic Arts",1.92,1.08,2.11,0.17,5.29,85,45,64,400,"SquareSoft","T",13,"00s","SONY","6th Gen","SONY_PS","Square Enix","Japan","EA"
"Call of Duty: Advanced Warfare","XOne",2014,"Shooter","Activision",3.22,1.55,0.01,0.48,5.27,81,53,52,898,"Sledgehammer Games","M",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Assassin's Creed II","X360",2009,"Action","Ubisoft",3.11,1.55,0.08,0.51,5.26,90,82,86,1305,"Ubisoft Montreal","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"New Super Mario Bros. U","WiiU",2012,"Platform","Nintendo",2.3,1.34,1.27,0.32,5.22,84,70,79,733,"Nintendo","E",4,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Dragon Quest VIII: Journey of the Cursed King","PS2",2004,"Role-Playing","Square Enix",0.65,0.75,3.61,0.2,5.21,89,63,86,245,"Level 5","T",12,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","Square Enix"
"Professor Layton and the Curious Village","DS",2007,"Puzzle","Nintendo",1.21,2.43,1.03,0.52,5.19,85,72,84,147,"Level 5","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","SONY","Japan","Nintendo"
"FIFA Soccer 13","X360",2012,"Action","Electronic Arts",1.09,3.47,0.03,0.57,5.16,90,48,59,403,"Electronic Arts","E",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Diablo III","PC",2012,"Role-Playing","Activision",2.44,2.16,0,0.54,5.14,88,86,38,9629,"Blizzard Entertainment","M",4,"10s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard"
"Medal of Honor: Rising Sun","PS2",2003,"Shooter","Electronic Arts",1.98,2.23,0.13,0.8,5.13,68,30,74,100,"EA LA","T",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Guitar Hero II","PS2",2006,"Misc","RedOctane",3.81,0.63,0,0.68,5.12,92,69,83,112,"Harmonix Music Systems","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Fable III","X360",2010,"Role-Playing","Microsoft Game Studios",3.59,1.08,0.05,0.38,5.1,80,88,63,604,"Lionhead Studios","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Resident Evil 5","PS3",2009,"Action","Capcom",1.96,1.41,1.08,0.64,5.09,84,76,73,667,"Capcom","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"The Legend of Zelda: Phantom Hourglass","DS",2007,"Action","Nintendo",1.85,1.8,0.95,0.48,5.08,90,57,78,416,"Nintendo","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"FIFA Soccer 11","PS3",2010,"Sports","Electronic Arts",0.61,3.28,0.06,1.12,5.07,89,51,78,233,"EA Sports","E",6,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Resident Evil","PS",1996,"Action","Virgin Interactive",2.05,1.16,1.11,0.73,5.05,91,8,88,266,"Capcom","M",20,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other"
"Grand Theft Auto: Vice City Stories","PSP",2006,"Action","Take-Two Interactive",1.7,1.99,0.16,1.18,5.03,86,50,78,150,"Rockstar Leeds","M",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Tony Hawk's Pro Skater","PS",1999,"Sports","Activision",3.42,1.38,0.02,0.2,5.02,92,18,90,69,"Neversoft Entertainment","T",17,"90s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Guitar Hero III: Legends of Rock","PS2",2007,"Misc","Activision",3.49,0.01,0.01,1.48,4.98,82,24,80,46,"Neversoft Entertainment, BudCat","T",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Link's Crossbow Training","Wii",2007,"Shooter","Nintendo",3.05,1.17,0.29,0.46,4.98,68,34,69,47,"Nintendo","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Fallout 3","X360",2008,"Role-Playing","Bethesda Softworks",3.4,0.99,0.09,0.45,4.93,93,84,83,1655,"Bethesda Game Studios","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Uncharted: Drake's Fortune","PS3",2007,"Action","Sony Computer Entertainment",2.31,1.72,0.12,0.77,4.92,88,66,79,2306,"Naughty Dog, SCE/WWS","T",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Madden NFL 06","PS2",2005,"Sports","Electronic Arts",3.98,0.26,0.01,0.66,4.91,88,29,78,121,"EA Sports","E",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"StarCraft II: Wings of Liberty","PC",2010,"Strategy","Activision",2.57,1.68,0,0.58,4.84,93,82,80,3052,"Blizzard Entertainment","T",6,"00s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard"
"Assassin's Creed","PS3",2007,"Adventure","Ubisoft",1.91,2,0.09,0.82,4.82,81,40,71,769,"Ubisoft Montreal","M",9,"00s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"God of War III","PS3",2010,"Action","Sony Computer Entertainment",2.74,1.33,0.12,0.61,4.8,92,101,85,2633,"SCE Santa Monica","M",6,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Crash Team Racing","PS",1999,"Racing","Sony Computer Entertainment",2.57,1.57,0.44,0.21,4.79,88,20,88,233,"Naughty Dog","E",17,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY"
"LEGO Star Wars: The Complete Saga","DS",2007,"Action","LucasArts",2.83,1.48,0,0.45,4.76,80,9,52,46,"TT Fusion","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Driver 2","PS",2000,"Action","Atari",2.36,2.1,0.02,0.25,4.73,62,14,75,92,"Reflections Interactive","T",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Namco"
"Batman: Arkham City","X360",2011,"Action","Warner Bros. Interactive Entertainment",2.99,1.27,0.04,0.42,4.73,94,87,85,1472,"Rocksteady Studios","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Tony Hawk's Pro Skater 2","PS",2000,"Sports","Activision",3.05,1.41,0.02,0.2,4.68,98,19,75,299,"Neversoft Entertainment","T",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard"
"The Lord of the Rings: The Two Towers","PS2",2002,"Action","Electronic Arts",1.94,1.95,0.08,0.7,4.67,82,32,80,78,"Stormfront Studios","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA"
"Tomb Raider","PS",1996,"Action","Eidos Interactive",2.29,1.97,0.13,0.24,4.63,91,13,84,147,"Core Design Ltd.","T",20,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other"
"Animal Crossing: City Folk","Wii",2008,"Simulation","Nintendo",1.82,1.12,1.32,0.36,4.62,73,50,74,119,"Nintendo","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Uncharted: The Nathan Drake Collection","PS4",2015,"Action","Sony Computer Entertainment",2.07,1.71,0.08,0.76,4.62,86,78,79,1264,"Bluepoint Games","T",1,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY"
"The Legend of Zelda: The Wind Waker","GC",2002,"Action","Nintendo",2.6,0.99,0.89,0.13,4.6,96,80,87,968,"Nintendo","E",14,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo"
"Guitar Hero III: Legends of Rock","Wii",2007,"Misc","Activision",3.04,1.11,0,0.43,4.6,86,36,82,87,"Vicarious Visions","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Activision Blizzard","US","Activision Blizzard"
"Luigi's Mansion: Dark Moon","3DS",2013,"Action","Nintendo",1.8,1.39,1.11,0.29,4.59,86,74,82,458,"Next Level Games","E",3,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Forza Motorsport 4","X360",2011,"Racing","Microsoft Game Studios",2.08,1.97,0.06,0.46,4.57,91,83,80,617,"Turn 10","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Madden NFL 2005","PS2",2004,"Sports","Electronic Arts",4.18,0.26,0.01,0.08,4.53,91,30,77,78,"EA Tiburon","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Guitar Hero III: Legends of Rock","X360",2007,"Misc","Activision",3.19,0.91,0.01,0.42,4.53,85,69,77,165,"Neversoft Entertainment","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"Madden NFL 07","PS2",2006,"Sports","Electronic Arts",3.63,0.24,0.01,0.61,4.49,84,29,80,39,"EA Sports","E",10,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Halo 5: Guardians","XOne",2015,"Shooter","Microsoft Game Studios",2.78,1.27,0.03,0.41,4.48,84,101,62,2438,"343 Industries","T",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Spider-Man: The Movie","PS2",2002,"Action","Activision",2.71,1.51,0.03,0.23,4.48,76,25,77,41,"Treyarch","E",14,"00s","SONY","6th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard"
"Call of Duty: Infinite Warfare","PS4",2016,"Shooter","Activision",1.61,2,0.15,0.71,4.46,77,82,32,1129,"Infinity Ward","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard"
"God of War","PS2",2005,"Action","Sony Computer Entertainment",2.71,1.29,0.02,0.43,4.45,94,75,87,997,"SCE Santa Monica","M",11,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Splatoon","WiiU",2015,"Shooter","Nintendo",1.54,1.18,1.46,0.26,4.43,81,88,83,1184,"Nintendo","E10+",1,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Nintendo Land","WiiU",2012,"Misc","Nintendo",2.52,1.11,0.46,0.33,4.42,77,61,77,471,"Nintendo","E10+",4,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Tony Hawk's Pro Skater 3","PS2",2001,"Sports","Activision",2.66,1.29,0.01,0.46,4.41,97,34,73,298,"Neversoft Entertainment","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Winning Eleven: Pro Evolution Soccer 2007","PS2",2006,"Sports","Konami Digital Entertainment",0.1,2.39,1.05,0.86,4.39,86,19,87,33,"Konami","E",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"The Elder Scrolls IV: Oblivion","X360",2006,"Role-Playing","Take-Two Interactive",2.82,1.03,0.13,0.4,4.38,94,90,85,1109,"Bethesda Softworks","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega"
"Need for Speed: Most Wanted","PS2",2005,"Racing","Electronic Arts",2.03,1.79,0.08,0.47,4.37,82,36,89,137,"EA Canada","T",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Michael Jackson: The Experience","Wii",2010,"Misc","Ubisoft",2.64,1.33,0.01,0.39,4.36,56,37,81,31,"Ubisoft Paris, Ubisoft Montpellier","E10+",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft"
"Resistance: Fall of Man","PS3",2006,"Shooter","Sony Computer Entertainment",1.74,1.72,0.14,0.75,4.34,86,70,79,715,"Insomniac Games","M",10,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Kingdom Hearts II","PS2",2005,"Role-Playing","Square Enix",2.2,0.58,1.38,0.17,4.33,87,64,88,766,"Square Enix","E10+",11,"00s","SONY","6th Gen","SONY_PS","Square Enix","Japan","Square Enix"
"Super Mario 3D World","WiiU",2013,"Platform","Nintendo",2.11,1.16,0.73,0.32,4.32,93,83,88,1607,"Nintendo","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Fable II","X360",2008,"Role-Playing","Microsoft Game Studios",2.51,1.24,0.11,0.41,4.27,89,95,63,2423,"Lionhead Studios","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Namco Museum","GBA",2001,"Misc","Namco Bandai Games",3,1.11,0.05,0.07,4.24,79,10,71,6,"Mass Media","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Namco"
"Batman: Arkham Asylum","PS3",2009,"Action","Eidos Interactive",2.24,1.31,0.07,0.61,4.23,91,70,87,1122,"Rocksteady Studios","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Metal Gear Solid 3: Snake Eater","PS2",2004,"Action","Konami Digital Entertainment",1.46,0,0.83,1.93,4.23,91,68,91,955,"KCEJ","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Assassin's Creed: Revelations","PS3",2011,"Action","Ubisoft",1.41,2.01,0.1,0.7,4.22,80,39,73,613,"Ubisoft Montreal","M",5,"10s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Fallout 4","XOne",2015,"Role-Playing","Bethesda Softworks",2.51,1.32,0.01,0.38,4.22,88,39,60,1749,"Bethesda Game Studios","M",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other"
"FIFA 14","X360",2013,"Sports","Electronic Arts",0.92,2.89,0.01,0.4,4.22,84,41,40,435,"EA Canada","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Daxter","PSP",2006,"Platform","Sony Computer Entertainment",2.45,1.01,0,0.75,4.21,85,59,85,109,"Ready at Dawn","E10+",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","SONY"
"FIFA Soccer 06","PS2",2005,"Sports","Electronic Arts",0.78,2.55,0.04,0.84,4.21,80,32,76,47,"EA Canada","E",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"EyeToy Play","PS2",2003,"Misc","Sony Computer Entertainment",0.88,2.3,0.2,0.83,4.2,80,32,73,22,"SCEE, Zoe Mode","E",13,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Gran Turismo 5 Prologue","PS3",2007,"Racing","Sony Computer Entertainment",1.28,1.82,0.57,0.52,4.19,80,67,69,120,"Polyphony Digital","E",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Assassin's Creed: Revelations","X360",2011,"Action","Ubisoft",2.25,1.47,0.04,0.43,4.19,80,77,70,564,"Ubisoft Montreal","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Street Fighter IV","PS3",2009,"Fighting","Capcom",2.03,1.04,0.58,0.52,4.16,94,61,71,330,"Capcom","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Madden NFL 2003","PS2",2002,"Sports","Electronic Arts",3.36,0.21,0.01,0.56,4.14,95,25,75,65,"EA Sports","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Half-Life","PC",1997,"Shooter","Vivendi Games",4.03,0,0.09,0,4.12,96,24,89,3161,"Valve Software","M",19,"90s","Microsoft","5th Gen","Misc","Other","Other","Ubisoft"
"World of Warcraft: The Burning Crusade","PC",2007,"Role-Playing","Activision",2.57,1.52,0,0,4.09,91,46,77,785,"Blizzard Entertainment","T",9,"00s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard"
"Battlefield 1","PS4",2016,"Shooter","Electronic Arts",1.1,2.15,0.21,0.61,4.08,88,31,82,809,"EA DICE","M",0,"10s","SONY","8th Gen","SONY_PS","EA","US","EA"
"God of War II","PS2",2007,"Action","Sony Computer Entertainment",2.32,0.04,0.04,1.67,4.07,93,70,87,709,"SCE Santa Monica","M",9,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Fallout: New Vegas","X360",2010,"Role-Playing","Bethesda Softworks",2.66,1.03,0.04,0.33,4.05,84,81,79,769,"Obsidian Entertainment","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Other"
"Forza Motorsport 2","X360",2007,"Racing","Microsoft Game Studios",2.35,1.27,0.03,0.41,4.05,90,66,81,381,"Turn 10","E",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"Carnival Games","Wii",2007,"Misc","Take-Two Interactive",2.12,1.47,0.05,0.42,4.05,56,27,58,44,"Cat Daddy Games","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega"
"Watch Dogs","PS4",2014,"Action","Ubisoft",1.4,1.9,0.11,0.64,4.05,80,80,61,2996,"Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Tekken Tag Tournament","PS2",2000,"Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05,85,25,83,117,"Namco","T",16,"90s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco"
"Far Cry 4","PS4",2014,"Shooter","Ubisoft",1.13,2.18,0.1,0.63,4.04,85,83,75,1653,"Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Left 4 Dead 2","X360",2009,"Shooter","Electronic Arts",2.67,0.87,0.05,0.38,3.97,89,76,84,681,"Valve Software","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA"
"The Witcher 3: Wild Hunt","PS4",2015,"Role-Playing","Namco Bandai Games",1.02,2.13,0.23,0.59,3.97,92,79,90,10179,"CD Projekt Red Studio","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Namco"
"Assassin's Creed: Unity","PS4",2014,"Action","Ubisoft",1.19,2.07,0.08,0.62,3.96,70,40,47,2050,"Ubisoft, Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Batman: Arkham Knight","PS4",2015,"Action","Warner Bros. Interactive Entertainment",1.53,1.69,0.1,0.64,3.95,87,89,74,2679,"Rocksteady Studios","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"The Legend of Zelda: Skyward Sword","Wii",2011,"Action","Nintendo",2.03,1.16,0.37,0.38,3.95,93,81,78,1958,"Nintendo","E10+",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Fallout 3","PS3",2008,"Role-Playing","Bethesda Softworks",2.15,1.13,0.07,0.59,3.94,90,57,78,910,"Bethesda Game Studios","M",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Professor Layton and the Diabolical Box","DS",2007,"Puzzle","Nintendo",0.9,1.76,0.92,0.37,3.94,84,65,86,72,"Level 5","E10+",9,"00s","Nintendo","7th Gen","Nintendo_DS","SONY","Japan","Nintendo"
"EA Sports Active","Wii",2009,"Sports","Electronic Arts",2.09,1.35,0.06,0.4,3.9,81,27,85,39,"EA Canada","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA"
"Tony Hawk's Underground","PS2",2003,"Sports","Activision",2.29,1.17,0.01,0.42,3.9,90,38,85,121,"Neversoft Entertainment","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Monster Hunter 4 Ultimate","3DS",2014,"Role-Playing","Nintendo",0.68,0.48,2.62,0.11,3.89,86,80,85,348,"Capcom","T",2,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"The Elder Scrolls V: Skyrim","PC",2011,"Role-Playing","Bethesda Softworks",1.16,2.12,0,0.6,3.88,94,32,79,9073,"Bethesda Game Studios","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"NBA 2K16","PS4",2015,"Sports","Take-Two Interactive",2.49,0.66,0.03,0.69,3.88,87,51,65,364,"Visual Concepts","E10+",1,"10s","SONY","8th Gen","SONY_PS","Sega","Japan","Sega"
"Tekken 5","PS2",2005,"Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87,88,62,84,229,"Namco","T",11,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco"
"MotorStorm","PS3",2006,"Racing","Sony Computer Entertainment",1.53,1.6,0.06,0.67,3.87,84,9,72,220,"Evolution Studios","T",10,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"World Soccer Winning Eleven 8 International","PS2",2004,"Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85,91,26,89,38,"KCET","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Sports Champions","PS3",2010,"Sports","Sony Computer Entertainment",2.13,1.12,0.1,0.5,3.84,76,64,77,104,"SCEA, Zindagi Games","E10+",6,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Call of Duty: Ghosts","PS4",2013,"Shooter","Activision",1.78,1.43,0.05,0.57,3.83,78,49,35,1564,"Infinity Ward","M",3,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Flash Focus: Vision Training in Minutes a Day","DS",2007,"Misc","Nintendo",0.86,1.56,1.05,0.35,3.83,59,22,38,4,"Nintendo, Namco Bandai Games","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Tom Clancy's The Division","PS4",2016,"Shooter","Ubisoft",1.35,1.7,0.15,0.6,3.8,80,64,68,2219,"Massive Entertainment","M",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Big Brain Academy: Wii Degree","Wii",2007,"Misc","Nintendo",1.05,1.91,0.41,0.42,3.79,68,33,67,39,"Nintendo","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.4,1.01,0,0.36,3.76,77,60,73,66,"Traveller's Tales","E10+",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,79,21,78,29,"Maxis","T",14,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Harry Potter and the Sorcerer's Stone","PS",2001,"Action","Electronic Arts",1.37,2,0.14,0.22,3.73,64,11,73,41,"Argonaut Games","E",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","EA"
"Super Paper Mario","Wii",2007,"Platform","Nintendo",1.95,0.86,0.59,0.31,3.71,85,56,77,417,"Intelligent Systems","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo"
"Spyro: Year of the Dragon","PS",2000,"Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,91,15,86,207,"Insomniac Games","E",16,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY"
"Assassin's Creed IV: Black Flag","PS3",2013,"Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,88,36,79,840,"Ubisoft","M",3,"10s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"FIFA Soccer 2005","PS2",2004,"Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,81,27,74,56,"EA Canada","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Tony Hawk's Pro Skater 4","PS2",2002,"Sports","Activision",2.13,1.18,0.01,0.35,3.67,94,27,83,128,"Neversoft Entertainment","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"MySims","DS",2007,"Simulation","Electronic Arts",1.58,1.59,0.08,0.41,3.66,67,15,71,13,"TOSE","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","EA"
"Midnight Club 3: DUB Edition","PSP",2005,"Racing","Take-Two Interactive",1.65,1.21,0,0.79,3.65,74,34,82,31,"Rockstar Leeds","E10+",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"SOCOM: U.S. Navy SEALs","PS2",2002,"Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,82,42,77,82,"Zipper Interactive","M",14,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Jak and Daxter: The Precursor Legacy","PS2",2001,"Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,90,35,85,312,"Naughty Dog","E",15,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Pro Evolution Soccer 2008","PS2",2007,"Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,82,10,77,38,"Konami","E",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
