"Platform","Year_of_Release","Genre","Publisher","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher","Region","Sales"
"PS",2000,"Action","Atari",62,14,75,92,"Reflections Interactive","T",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Namco","NA_Sales",2.36
"X360",2011,"Action","Warner Bros. Interactive Entertainment",94,87,85,1472,"Rocksteady Studios","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","NA_Sales",2.99
"PS",2000,"Sports","Activision",98,19,75,299,"Neversoft Entertainment","T",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",3.05
"PS2",2002,"Action","Electronic Arts",82,32,80,78,"Stormfront Studios","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","NA_Sales",1.94
"PS",1996,"Action","Eidos Interactive",91,13,84,147,"Core Design Ltd.","T",20,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.29
"Wii",2008,"Simulation","Nintendo",73,50,74,119,"Nintendo","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.82
"PS4",2015,"Action","Sony Computer Entertainment",86,78,79,1264,"Bluepoint Games","T",1,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.07
"GC",2002,"Action","Nintendo",96,80,87,968,"Nintendo","E",14,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","NA_Sales",2.6
"Wii",2007,"Misc","Activision",86,36,82,87,"Vicarious Visions","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Activision Blizzard","US","Activision Blizzard","NA_Sales",3.04
"3DS",2013,"Action","Nintendo",86,74,82,458,"Next Level Games","E",3,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","NA_Sales",1.8
"X360",2011,"Racing","Microsoft Game Studios",91,83,80,617,"Turn 10","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",2.08
"PS2",2004,"Sports","Electronic Arts",91,30,77,78,"EA Tiburon","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",4.18
"X360",2007,"Misc","Activision",85,69,77,165,"Neversoft Entertainment","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","NA_Sales",3.19
"PS2",2006,"Sports","Electronic Arts",84,29,80,39,"EA Sports","E",10,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",3.63
"XOne",2015,"Shooter","Microsoft Game Studios",84,101,62,2438,"343 Industries","T",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",2.78
"PS2",2002,"Action","Activision",76,25,77,41,"Treyarch","E",14,"00s","SONY","6th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard","NA_Sales",2.71
"PS4",2016,"Shooter","Activision",77,82,32,1129,"Infinity Ward","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",1.61
"PS2",2005,"Action","Sony Computer Entertainment",94,75,87,997,"SCE Santa Monica","M",11,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.71
"WiiU",2015,"Shooter","Nintendo",81,88,83,1184,"Nintendo","E10+",1,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.54
"WiiU",2012,"Misc","Nintendo",77,61,77,471,"Nintendo","E10+",4,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",2.52
"PS2",2001,"Sports","Activision",97,34,73,298,"Neversoft Entertainment","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",2.66
"PS2",2006,"Sports","Konami Digital Entertainment",86,19,87,33,"Konami","E",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",0.1
"X360",2006,"Role-Playing","Take-Two Interactive",94,90,85,1109,"Bethesda Softworks","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","NA_Sales",2.82
"PS2",2005,"Racing","Electronic Arts",82,36,89,137,"EA Canada","T",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",2.03
"Wii",2010,"Misc","Ubisoft",56,37,81,31,"Ubisoft Paris, Ubisoft Montpellier","E10+",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","NA_Sales",2.64
"PS3",2006,"Shooter","Sony Computer Entertainment",86,70,79,715,"Insomniac Games","M",10,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.74
"PS2",2005,"Role-Playing","Square Enix",87,64,88,766,"Square Enix","E10+",11,"00s","SONY","6th Gen","SONY_PS","Square Enix","Japan","Square Enix","NA_Sales",2.2
"WiiU",2013,"Platform","Nintendo",93,83,88,1607,"Nintendo","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",2.11
"X360",2008,"Role-Playing","Microsoft Game Studios",89,95,63,2423,"Lionhead Studios","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",2.51
"GBA",2001,"Misc","Namco Bandai Games",79,10,71,6,"Mass Media","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Namco","NA_Sales",3
"PS3",2009,"Action","Eidos Interactive",91,70,87,1122,"Rocksteady Studios","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.24
"PS2",2004,"Action","Konami Digital Entertainment",91,68,91,955,"KCEJ","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",1.46
"PS3",2011,"Action","Ubisoft",80,39,73,613,"Ubisoft Montreal","M",5,"10s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.41
"XOne",2015,"Role-Playing","Bethesda Softworks",88,39,60,1749,"Bethesda Game Studios","M",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other","NA_Sales",2.51
"X360",2013,"Sports","Electronic Arts",84,41,40,435,"EA Canada","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","NA_Sales",0.92
"PSP",2006,"Platform","Sony Computer Entertainment",85,59,85,109,"Ready at Dawn","E10+",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","SONY","NA_Sales",2.45
"PS2",2005,"Sports","Electronic Arts",80,32,76,47,"EA Canada","E",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",0.78
"PS2",2003,"Misc","Sony Computer Entertainment",80,32,73,22,"SCEE, Zoe Mode","E",13,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",0.88
"PS3",2007,"Racing","Sony Computer Entertainment",80,67,69,120,"Polyphony Digital","E",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.28
"X360",2011,"Action","Ubisoft",80,77,70,564,"Ubisoft Montreal","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","NA_Sales",2.25
"PS3",2009,"Fighting","Capcom",94,61,71,330,"Capcom","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.03
"PS2",2002,"Sports","Electronic Arts",95,25,75,65,"EA Sports","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",3.36
"PC",1997,"Shooter","Vivendi Games",96,24,89,3161,"Valve Software","M",19,"90s","Microsoft","5th Gen","Misc","Other","Other","Ubisoft","NA_Sales",4.03
"PC",2007,"Role-Playing","Activision",91,46,77,785,"Blizzard Entertainment","T",9,"00s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard","NA_Sales",2.57
"PS4",2016,"Shooter","Electronic Arts",88,31,82,809,"EA DICE","M",0,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","NA_Sales",1.1
"PS2",2007,"Action","Sony Computer Entertainment",93,70,87,709,"SCE Santa Monica","M",9,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.32
"X360",2010,"Role-Playing","Bethesda Softworks",84,81,79,769,"Obsidian Entertainment","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Other","NA_Sales",2.66
"X360",2007,"Racing","Microsoft Game Studios",90,66,81,381,"Turn 10","E",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",2.35
"Wii",2007,"Misc","Take-Two Interactive",56,27,58,44,"Cat Daddy Games","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega","NA_Sales",2.12
"PS4",2014,"Action","Ubisoft",80,80,61,2996,"Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.4
"PS2",2000,"Fighting","Namco Bandai Games",85,25,83,117,"Namco","T",16,"90s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco","NA_Sales",1.68
"PS4",2014,"Shooter","Ubisoft",85,83,75,1653,"Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.13
"X360",2009,"Shooter","Electronic Arts",89,76,84,681,"Valve Software","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","NA_Sales",2.67
"PS4",2015,"Role-Playing","Namco Bandai Games",92,79,90,10179,"CD Projekt Red Studio","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Namco","NA_Sales",1.02
"PS4",2014,"Action","Ubisoft",70,40,47,2050,"Ubisoft, Ubisoft Montreal","M",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.19
"PS4",2015,"Action","Warner Bros. Interactive Entertainment",87,89,74,2679,"Rocksteady Studios","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","NA_Sales",1.53
"Wii",2011,"Action","Nintendo",93,81,78,1958,"Nintendo","E10+",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",2.03
"PS3",2008,"Role-Playing","Bethesda Softworks",90,57,78,910,"Bethesda Game Studios","M",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.15
"DS",2007,"Puzzle","Nintendo",84,65,86,72,"Level 5","E10+",9,"00s","Nintendo","7th Gen","Nintendo_DS","SONY","Japan","Nintendo","NA_Sales",0.9
"Wii",2009,"Sports","Electronic Arts",81,27,85,39,"EA Canada","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA","NA_Sales",2.09
"PS2",2003,"Sports","Activision",90,38,85,121,"Neversoft Entertainment","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",2.29
"3DS",2014,"Role-Playing","Nintendo",86,80,85,348,"Capcom","T",2,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","NA_Sales",0.68
"PC",2011,"Role-Playing","Bethesda Softworks",94,32,79,9073,"Bethesda Game Studios","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","NA_Sales",1.16
"PS4",2015,"Sports","Take-Two Interactive",87,51,65,364,"Visual Concepts","E10+",1,"10s","SONY","8th Gen","SONY_PS","Sega","Japan","Sega","NA_Sales",2.49
"PS2",2005,"Fighting","Namco Bandai Games",88,62,84,229,"Namco","T",11,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco","NA_Sales",0.93
"PS3",2006,"Racing","Sony Computer Entertainment",84,9,72,220,"Evolution Studios","T",10,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.53
"PS2",2004,"Sports","Konami Digital Entertainment",91,26,89,38,"KCET","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",0.16
"PS3",2010,"Sports","Sony Computer Entertainment",76,64,77,104,"SCEA, Zindagi Games","E10+",6,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.13
"PS4",2013,"Shooter","Activision",78,49,35,1564,"Infinity Ward","M",3,"10s","SONY","8th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",1.78
"DS",2007,"Misc","Nintendo",59,22,38,4,"Nintendo, Namco Bandai Games","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","NA_Sales",0.86
"PS4",2016,"Shooter","Ubisoft",80,64,68,2219,"Massive Entertainment","M",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.35
"Wii",2007,"Misc","Nintendo",68,33,67,39,"Nintendo","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.05
"X360",2008,"Action","Activision",77,60,73,66,"Traveller's Tales","E10+",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","NA_Sales",2.4
"PC",2002,"Simulation","Electronic Arts",79,21,78,29,"Maxis","T",14,"00s","Microsoft","5th Gen","Misc","EA","US","EA","NA_Sales",2.03
"PS",2001,"Action","Electronic Arts",64,11,73,41,"Argonaut Games","E",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","EA","NA_Sales",1.37
"Wii",2007,"Platform","Nintendo",85,56,77,417,"Intelligent Systems","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.95
"PS",2000,"Platform","Sony Computer Entertainment",91,15,86,207,"Insomniac Games","E",16,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.93
"PS3",2013,"Action","Ubisoft",88,36,79,840,"Ubisoft","M",3,"10s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",1.33
"PS2",2004,"Sports","Electronic Arts",81,27,74,56,"EA Canada","E",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",0.58
"PS2",2002,"Sports","Activision",94,27,83,128,"Neversoft Entertainment","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",2.13
"DS",2007,"Simulation","Electronic Arts",67,15,71,13,"TOSE","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","EA","NA_Sales",1.58
"PSP",2005,"Racing","Take-Two Interactive",74,34,82,31,"Rockstar Leeds","E10+",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega","NA_Sales",1.65
"PS2",2002,"Shooter","Sony Computer Entertainment",82,42,77,82,"Zipper Interactive","M",14,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.53
"PS2",2001,"Platform","Sony Computer Entertainment",90,35,85,312,"Naughty Dog","E",15,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",2.08
"PS2",2007,"Sports","Konami Digital Entertainment",82,10,77,38,"Konami","E",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",0.05
"PS2",2005,"Action","Capcom",96,38,87,1013,"Capcom","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.08
"Wii",2008,"Misc","Activision",86,18,74,71,"Vicarious Visions","T",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Activision Blizzard","US","Activision Blizzard","NA_Sales",2.32
"PS3",2009,"Sports","Electronic Arts",91,56,74,203,"EA Sports","E",7,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","NA_Sales",0.6
"PS2",2004,"Shooter","LucasArts",82,36,85,142,"Pandemic Studios","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",1.93
"PS2",2001,"Racing","Electronic Arts",64,23,75,32,"Fox Interactive","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","NA_Sales",2.02
"GC",2001,"Action","Nintendo",78,34,83,161,"Nintendo","E",15,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","NA_Sales",2.38
"PS4",2013,"Shooter","Electronic Arts",85,18,67,1580,"EA DICE","M",3,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","NA_Sales",1.35
"PS2",2005,"Shooter","LucasArts",84,30,88,268,"Pandemic Studios","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",2.18
"DS",2007,"Simulation","505 Games",70,39,78,9,"Office Create","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","NA_Sales",1.6
"PS2",2006,"Action","Take-Two Interactive",78,49,76,112,"Rockstar Leeds","M",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega","NA_Sales",1.56
"PS2",2002,"Action","Sony Computer Entertainment",72,49,66,88,"Team Soho","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY","NA_Sales",1.23
"PS2",2001,"Shooter","Electronic Arts",72,27,77,48,"EA Redwood Shores","T",15,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",1.9
"X360",2010,"Sports","Electronic Arts",88,66,73,155,"EA Sports","E",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","NA_Sales",0.71
"X360",2008,"Shooter","Electronic Arts",89,67,77,1309,"Certain Affinity","M",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","NA_Sales",2.66
"XOne",2014,"Action","Ubisoft",72,59,39,1005,"Ubisoft, Ubisoft Montreal","M",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","NA_Sales",2.27
"X360",2009,"Action","Capcom",83,91,73,523,"Capcom","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","NA_Sales",2.11
"X360",2010,"Action","Ubisoft",89,81,81,693,"Ubisoft Montreal","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","NA_Sales",2.85
"PS3",2013,"Shooter","Electronic Arts",80,14,56,579,"EA DICE","M",3,"10s","SONY","7th Gen","SONY_PS","EA","US","EA","NA_Sales",1.3
"X360",2009,"Action","Eidos Interactive",92,78,85,1080,"Rocksteady Studios","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","NA_Sales",2.2
"X360",2013,"Shooter","Electronic Arts",79,21,54,542,"EA DICE","M",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","NA_Sales",2.15
"X360",2010,"Shooter","Electronic Arts",88,75,84,869,"EA DICE","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","NA_Sales",2.1
"DS",2008,"Misc","Activision",71,70,86,29,"Vicarious Visions","E10+",8,"00s","Nintendo","7th Gen","Nintendo_DS","Activision Blizzard","US","Activision Blizzard","NA_Sales",2.1
"DS",2006,"Misc","Nintendo",83,30,82,28,"Agenda","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo","NA_Sales",0.59
"X360",2009,"Shooter","Take-Two Interactive",84,83,80,715,"Gearbox Software","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","NA_Sales",2.4
"PS2",2002,"Fighting","Namco Bandai Games",79,23,81,126,"Namco","T",14,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco","NA_Sales",1.55
"PS",1998,"Action","Take-Two Interactive",70,15,78,67,"DMA Design","T",18,"90s","SONY","5th Gen","SONY_PS","Other","Other","Sega","NA_Sales",1.13
"PS4",2015,"Action","Konami Digital Entertainment",93,86,80,3943,"Kojima Productions, Moby Dick Studio","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","NA_Sales",1.09
"PS2",2004,"Action","Activision",80,50,87,106,"Treyarch","T",12,"00s","SONY","6th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard","NA_Sales",1.75
"PS2",2002,"Sports","Electronic Arts",88,15,65,35,"EA Canada","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",0.46
"PS3",2011,"Platform","Sony Computer Entertainment",91,86,82,657,"Media Molecule","E",5,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.83
"PS",2000,"Misc","Sony Computer Entertainment",68,12,80,99,"Eurocom Entertainment Software","E",16,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",1.56
"PS4",2015,"Action","Ubisoft",76,86,66,1319,"Ubisoft Quebec","M",1,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",0.81
"X360",2008,"Action","Warner Bros. Interactive Entertainment",76,49,77,75,"Traveller's Tales","E10+",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","NA_Sales",2.04
"XOne",2014,"Shooter","Activision",75,11,53,1735,"Bungie Software, Bungie","T",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Activision Blizzard","NA_Sales",2.14
"PS3",2012,"Shooter","Ubisoft",90,32,83,1041,"Ubisoft Montreal","M",4,"10s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft","NA_Sales",0.88
"PS2",2002,"Shooter","Electronic Arts",77,20,83,66,"Eurocom Entertainment Software","T",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",1.45
"PS2",2005,"Action","LucasArts",60,34,70,82,"Double Helix Games","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","NA_Sales",1.47
"DS",2009,"Action","Nintendo",87,75,76,228,"Nintendo","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","NA_Sales",1.4
"PS2",2001,"Shooter","Take-Two Interactive",80,21,83,86,"Rockstar Toronto","M",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Sega","NA_Sales",1.99
"X360",2013,"Action","Ubisoft",86,35,77,701,"Ubisoft","M",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","NA_Sales",1.9
"PS2",2003,"Action","Electronic Arts",85,31,85,105,"EA Games","T",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","NA_Sales",1.5
"XOne",2015,"Shooter","Microsoft Game Studios",82,74,73,563,"Splash Damage, The Coalition","M",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",2.61
"PS2",2003,"Action","Activision",77,39,78,94,"Luxoflux, Inc.","M",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","NA_Sales",1.89
"DS",2008,"Puzzle","Nintendo",86,62,90,111,"Level 5","E10+",8,"00s","Nintendo","7th Gen","Nintendo_DS","SONY","Japan","Nintendo","NA_Sales",0.6
"XOne",2015,"Sports","Electronic Arts",84,45,42,459,"EA Sports","E",1,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA","NA_Sales",0.89
"Wii",2008,"Misc","Nintendo",63,43,44,116,"Nintendo","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.35
"PS4",2015,"Sports","Electronic Arts",83,37,57,180,"EA Sports","E",1,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","NA_Sales",2.34
"PS3",2013,"Racing","Sony Computer Entertainment",81,81,75,758,"Polyphony Digital","E",3,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","NA_Sales",0.72
"XOne",2014,"Shooter","Microsoft Game Studios",85,69,70,1267,"343 Industries","M",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","NA_Sales",1.91
"WiiU",2015,"Platform","Nintendo",88,85,85,691,"Nintendo","E",1,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","NA_Sales",1.18
